SITE_ID,PLOT,COMMUNITY,Scientific,Common,PERCENT_COVER,ORIGIN,MAX_LH
11-012-A,23,1,Impatiens campensis,spotted touch-me-not,10.0,E,
11-012-A,23,1,Carex lyngbei,Lyngbye's sedge,15.0,N,
11-012-A,23,1,Carex utriculata,beaked sedge,25.0,N,163.0
11-012-A,23,1,Myosotis scorpiodes,European forget-me-not ,17.0,E,
11-012-A,23,1,Lycopus sp.,horehound,5.0,U,
11-012-A,23,1,Mentha arvense,field mint,1.0,N,
11-012-A,23,1,Juncus balticus,Baltic rush ,5.0,N,
11-012-A,23,1,Typha latifolia,common cattail,2.0,N,
11-012-A,23,1,Eleocharis palustris,common spike-rush,1.0,N,
11-012-A,23,1,Galium trifidum,small bedstraw,45.0,N,
11-012-A,20,1,Impatiens campensis,spotted touch-me-not,15.0,E,
11-012-A,20,1,Phalaris arundinacea,reed canarygrass,8.0,I,
11-012-A,20,1,Iris pseudacorus,yellow iris,9.0,I,
11-012-A,20,1,Carex lyngbei,Lyngbye's sedge,30.0,N,
11-012-A,20,1,Carex utriculata,beaked sedge,20.0,N,150.0
11-012-A,20,1,Myosotis scorpiodes,European forget-me-not ,22.0,E,
11-012-A,20,1,Alisma sp.,water-plantain,1.0,U,
11-012-A,20,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,20,1,Agrostis capillaris,colonial bentgrass,18.0,E,
11-012-A,20,1,Lilaeopsis occidentalis,western lilaeopsis,0.5,N,
11-012-A,20,1,Lycopus sp.,horehound,1.0,U,
11-012-A,18,1,Iris pseudacorus,yellow iris,9.0,I,
11-012-A,18,1,Impatiens campensis,spotted touch-me-not,13.0,E,
11-012-A,18,1,Lythrum salicaria,purple loosestrife,8.0,I,
11-012-A,18,1,Scirpus cyperinus,wool-grass,10.0,N,148.0
11-012-A,18,1,Epilobium ciliatum,purple-leaved willowherb,5.0,N,
11-012-A,18,1,Phalaris arundinacea,reed canarygrass,5.0,I,
11-012-A,18,1,Galium trifidum,small bedstraw,13.0,N,
11-012-A,18,1,Myosotis scorpiodes,European forget-me-not ,8.0,E,
11-012-A,18,1,Juncus balticus,Baltic rush ,5.0,N,98
11-012-A,18,1,Carex lyngbei,Lyngbye's sedge,5.0,N,113
11-012-A,18,1,Carex utriculata,beaked sedge,12.0,N,159
11-012-A,18,1,Typha latifolia,common cattail,3.0,N,
11-012-A,18,1,Eleocharis palustris,common spike-rush,1.0,N,
11-012-A,18,1,Lycopus sp.,horehound,1.0,U,
11-012-A,5,1,Phalaris arundinacea,reed canarygrass,6.0,I,
11-012-A,5,1,Lythrum salicaria,purple loosestrife,8.0,I,
11-012-A,5,1,Impatiens campensis,spotted touch-me-not,8.0,E,
11-012-A,5,1,Juncus balticus,Baltic rush ,45.0,N,
11-012-A,5,1,Myosotis scorpiodes,European forget-me-not ,12.0,E,
11-012-A,5,1,Typha latifolia,common cattail,1.0,N,
11-012-A,5,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,1.0,N,
11-012-A,5,1,Eleocharis palustris,common spike-rush,3.0,N,
11-012-A,5,1,Agrostis capillaris,colonial bentgrass,2.0,E,
11-012-A,5,1,Carex utriculata,beaked sedge,3.0,N,
11-012-A,5,1,Carex lyngbei,Lyngbye's sedge,30.0,N,138
11-012-A,5,1,Epilobium ciliatum,purple-leaved willowherb,5.0,N,
11-012-A,5,1,Juncus supiniformis,spreading rush,3.0,N,
11-012-A,5,1,Galium trifidum,small bedstraw,2.0,N,
11-012-A,13,1,Typha latifolia,common cattail,10.0,N,
11-012-A,13,1,Phalaris arundinacea,reed canarygrass,15.0,I,
11-012-A,13,1,Impatiens campensis,spotted touch-me-not,12.0,E,
11-012-A,13,1,Lythrum salicaria,purple loosestrife,6.0,I,
11-012-A,13,1,Carex utriculata,beaked sedge,25.0,N,147
11-012-A,13,1,Juncus supiniformis,spreading rush,4.0,N,
11-012-A,13,1,Juncus oxymeris,pointed rush,0.5,T,
11-012-A,13,1,Epilobium ciliatum,purple-leaved willowherb,1.0,N,
11-012-A,13,1,Symphyotrichum subspicatum,Douglas' aster,1.0,N,
11-012-A,13,1,,ground,45.0,,
11-012-A,25,1,Carex lyngbei,Lyngbye's sedge,35.0,N,114
11-012-A,25,1,Juncus articulatus,jointed rush,1.0,N,
11-012-A,25,1,Juncus supiniformis,spreading rush,10.0,N,
11-012-A,25,1,Galium trifidum,small bedstraw,50.0,N,
11-012-A,25,1,Iris pseudacorus,yellow iris,10.0,I,
11-012-A,25,1,Impatiens campensis,spotted touch-me-not,2.0,E,
11-012-A,25,1,Myosotis scorpiodes,European forget-me-not ,30.0,E,
11-012-A,25,1,Phalaris arundinacea,reed canarygrass,5.0,I,
11-012-A,25,1,Agrostis capillaris,colonial bentgrass,20.0,E,
11-012-A,25,1,Juncus balticus,Baltic rush ,3.0,N,
11-012-A,25,1,Lythrum salicaria,purple loosestrife,9.0,I,
11-012-A,25,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,15,1,Typha latifolia,common cattail,7.0,N,
11-012-A,15,1,Impatiens campensis,spotted touch-me-not,27.0,E,
11-012-A,15,1,Iris pseudacorus,yellow iris,8.0,I,
11-012-A,15,1,Phalaris arundinacea,reed canarygrass,9.0,I,
11-012-A,15,1,Carex utriculata,beaked sedge,50.0,N,184
11-012-A,15,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,15,1,Scirpus microcarpus,small-flowered bulrush,25.0,N,194
11-012-A,15,1,Leersia oryzoides,rice cutgrass,1.0,N,
11-012-A,15,1,Lythrum salicaria,purple loosestrife,1.0,I,
11-012-A,19,1,Typha latifolia,common cattail,7.0,N,
11-012-A,19,1,Phalaris arundinacea,reed canarygrass,25.0,I,
11-012-A,19,1,Impatiens campensis,spotted touch-me-not,15.0,E,
11-012-A,19,1,Equisetum fluviatile,swamp horestail,5.0,N,
11-012-A,19,1,Scirpus microcarpus,small-flowered bulrush,22.0,N,158
11-012-A,19,1,Carex utriculata,beaked sedge,10.0,N,163
11-012-A,19,1,Lythrum salicaria,purple loosestrife,5.0,I,
11-012-A,19,1,,ground,30.0,,
11-012-A,3,1,Phalaris arundinacea,reed canarygrass,12.0,I,
11-012-A,3,1,Epilobium ciliatum,purple-leaved willowherb,1.0,N,
11-012-A,3,1,,log,15.0,,
11-012-A,3,1,Equisetum fluviatile,swamp horestail,7.0,N,
11-012-A,3,1,Alisma sp.,water-plantain,2.0,U,
11-012-A,3,1,Sium suave,water-parsnip,2.0,N,
11-012-A,3,1,Myosotis scorpiodes,European forget-me-not ,2.0,E,
11-012-A,3,1,Callitriche stagnalis,pond-water starwort,0.5,E,
11-012-A,3,1,Lycopus sp.,horehound,1.0,U,
11-012-A,3,1,Lythrum salicaria,purple loosestrife,0.5,I,
11-012-A,3,1,Galium trifidum,small bedstraw,0.5,N,
11-012-A,3,1,Carex lyngbei,Lyngbye's sedge,35.0,N,142
11-012-A,3,1,Agrostis capillaris,colonial bentgrass,1.0,E,
11-012-A,3,1,Juncus articulatus,jointed rush,1.0,N,
11-012-A,3,1,Leersia oryzoides,rice cutgrass,1.0,N,
11-012-A,3,1,Eleocharis palustris,common spike-rush,1.0,N,
11-012-A,3,1,,ground,25.0,,
11-012-A,11,1,Carex lyngbei,Lyngbye's sedge,50.0,N,112
11-012-A,11,1,Schedonorus arundinaceus,tall fescue,50.0,E,
11-012-A,11,1,Myosotis scorpiodes,European forget-me-not ,18.0,E,
11-012-A,11,1,Juncus supiniformis,spreading rush,20.0,N,
11-012-A,11,1,Symphyotrichum subspicatum,Douglas' aster,4.0,N,
11-012-A,11,1,Lythrum salicaria,purple loosestrife,1.0,I,
11-012-A,24,1,Phalaris arundinacea,reed canarygrass,45.0,I,
11-012-A,24,1,Schedonorus arundinaceus,tall fescue,7.0,E,
11-012-A,24,1,Carex lyngbei,Lyngbye's sedge,6.0,N,107
11-012-A,24,1,Symphyotrichum subspicatum,Douglas' aster,5.0,N,
11-012-A,24,1,Lythrum salicaria,purple loosestrife,6.0,I,
11-012-A,24,1,Myosotis scorpiodes,European forget-me-not ,4.0,E,
11-012-A,24,1,Artemisia vulgaris,common mugwort,1.0,E,
11-012-A,24,1,Juncus supiniformis,spreading rush,2.0,N,
11-012-A,24,1,Eleocharis palustris,common spike-rush,2.0,N,
11-012-A,24,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,24,1,,ground,8.0,,
11-012-A,4,1,Phalaris arundinacea,reed canarygrass,6.0,I,
11-012-A,4,1,Lythrum salicaria,purple loosestrife,5.0,I,
11-012-A,4,1,Salix sp.,willow,2.0,N,
11-012-A,4,1,Impatiens campensis,spotted touch-me-not,2.0,E,
11-012-A,4,1,Agrostis capillaris,colonial bentgrass,0.5,E,
11-012-A,4,1,,ground,85.0,,
11-012-A,14,1,Typha latifolia,common cattail,15.0,N,
11-012-A,14,1,Phalaris arundinacea,reed canarygrass,14.0,I,
11-012-A,14,1,Lythrum salicaria,purple loosestrife,7.0,I,
11-012-A,14,1,Impatiens campensis,spotted touch-me-not,17.0,E,
11-012-A,14,1,Poa sp.,bluegrass,1.0,E,
11-012-A,14,1,Galium trifidum,small bedstraw,0.5,N,
11-012-A,14,1,Carex lyngbei,Lyngbye's sedge,0.5,N,
11-012-A,14,1,Alisma sp.,water-plantain,1.0,U,
11-012-A,14,1,,ground,50.0,,
11-012-A,2,1,Typha latifolia,common cattail,1.0,N,
11-012-A,2,1,Scirpus microcarpus,small-flowered bulrush,17.0,N,95
11-012-A,2,1,Impatiens campensis,spotted touch-me-not,12.0,E,
11-012-A,2,1,Phalaris arundinacea,reed canarygrass,5.0,I,
11-012-A,2,1,Juncus supiniformis,spreading rush,4.0,N,
11-012-A,2,1,Lotus pedunculatus,stalked birds-foot trefoil,3.0,E,
11-012-A,2,1,Epilobium ciliatum,purple-leaved willowherb,1.0,N,
11-012-A,2,1,Galium trifidum,small bedstraw,5.0,N,
11-012-A,2,1,Equisetum fluviatile,swamp horestail,2.0,N,
11-012-A,2,1,Juncus balticus,Baltic rush ,5.0,N,
11-012-A,2,1,Agrostis capillaris,colonial bentgrass,1.0,E,
11-012-A,2,1,Juncus articulatus,jointed rush,1.0,N,
11-012-A,2,1,,Ground ,50.0,,
11-012-A,9,1,Phalaris arundinacea,reed canarygrass,65.0,I,
11-012-A,9,1,Lythrum salicaria,purple loosestrife,7.0,I,
11-012-A,9,1,Impatiens campensis,spotted touch-me-not,5.0,E,
11-012-A,9,1,Scirpus microcarpus,small-flowered bulrush,17.0,N,145
11-012-A,9,1,Equisetum fluviatile,swamp horestail,0.1,N,
11-012-A,9,1,Typha latifolia,common cattail,1.0,N,
11-012-A,9,1,,ground,8.0,,
11-012-A,21,1,Phalaris arundinacea,reed canarygrass,85.0,I,
11-012-A,21,1,Lythrum salicaria,purple loosestrife,3.0,I,
11-012-A,21,1,Juncus effusus,common rush,1.0,N,
11-012-A,21,1,Scirpus microcarpus,small-flowered bulrush,16.0,N,154
11-012-A,21,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,21,1,Impatiens campensis,spotted touch-me-not,12.0,E,
11-012-A,10,1,Phalaris arundinacea,reed canarygrass,86.0,I,
11-012-A,10,1,Lythrum salicaria,purple loosestrife,5.0,I,
11-012-A,10,1,Iris pseudacorus,yellow iris,10.0,I,
11-012-A,10,1,Lathyrus palustris,marsh peavine,2.0,N,
11-012-A,10,1,Impatiens campensis,spotted touch-me-not,3.0,E,
11-012-A,10,1,Galium trifidum,small bedstraw,0.5,N,
11-012-A,10,1,Equisetum fluviatile,swamp horestail,0.5,N,
11-012-A,22,1,Phalaris arundinacea,reed canarygrass,50.0,I,
11-012-A,22,1,Typha latifolia,common cattail,6.0,N,
11-012-A,22,1,Equisetum arvense,common horsetail,1.0,N,
11-012-A,22,1,Equisetum fluviatile,swamp horestail,2.0,N,
11-012-A,22,1,Lythrum salicaria,purple loosestrife,4.0,I,
11-012-A,22,1,Scirpus microcarpus,small-flowered bulrush,6.0,N,139
11-012-A,22,1,Impatiens campensis,spotted touch-me-not,10.0,E,
11-012-A,22,1,Lotus pedunculatus,stalked birds-foot trefoil,3.0,E,
11-012-A,22,1,Epilobium ciliatum,purple-leaved willowherb,1.0,N,
11-012-A,22,1,,ground,13.0,,
11-012-A,6,1,Typha latifolia,common cattail,8.0,N,
11-012-A,6,1,Iris pseudacorus,yellow iris,4.0,I,
11-012-A,6,1,Scirpus microcarpus,small-flowered bulrush,5.0,N,121
11-012-A,6,1,Lythrum salicaria,purple loosestrife,4.0,I,
11-012-A,6,1,Phalaris arundinacea,reed canarygrass,3.0,I,
11-012-A,6,1,Equisetum fluviatile,swamp horestail,1.0,N,
11-012-A,6,1,Epilobium ciliatum,purple-leaved willowherb,0.5,N,
11-012-A,6,1,,ground,75.0,,
11-012-A,16,1,Phalaris arundinacea,reed canarygrass,100.0,I,
11-012-A,16,1,Scirpus microcarpus,small-flowered bulrush,3.0,N,
11-012-A,16,1,Lathyrus palustris,marsh peavine,12.0,N,
11-012-A,16,1,Equisetum fluviatile,swamp horestail,0.5,N,
11-012-A,8,1,Comarum palustre ,marsh cinquefoil,80.0,N,
11-012-A,8,1,Impatiens campensis,spotted touch-me-not,10.0,E,
11-012-A,8,1,Iris pseudacorus,yellow iris,9.0,I,
11-012-A,8,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,2.0,N,
11-012-A,8,1,Phalaris arundinacea,reed canarygrass,2.0,I,
11-012-A,8,1,Lythrum salicaria,purple loosestrife,7.0,I,
11-012-A,8,1,Scirpus microcarpus,small-flowered bulrush,4.0,N,
11-012-A,17,1,Comarum palustre ,marsh cinquefoil,27.0,N,
11-012-A,17,1,Phalaris arundinacea,reed canarygrass,12.0,I,
11-012-A,17,1,Impatiens campensis,spotted touch-me-not,15.0,E,
11-012-A,17,1,Scirpus microcarpus,small-flowered bulrush,3.0,N,
11-012-A,17,1,Carex utriculata,beaked sedge,5.0,N,120
11-012-A,17,1,Scirpus cyperinus,wool-grass,15.0,N,127
11-012-A,17,1,Galium trifidum,small bedstraw,0.5,N,
11-012-A,17,1,Juncus balticus,Baltic rush ,0.5,N,
11-012-A,17,1,Lythrum salicaria,purple loosestrife,5.0,I,
11-012-A,17,1,Typha latifolia,common cattail,1.0,N,
11-012-A,17,1,,ground,17.0,,
