SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
02-005-C,2,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,3,N,
02-005-C,4,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,9,N,200
02-005-C,2,1,Juncus supiniformis,spreading rush,0.5,N,
02-005-C,4,1,Juncus supiniformis,spreading rush,3,N,
02-005-C,4,1,Myriophyllum ussuriense,Ussurian water-milfoil ,0.5,N,
02-005-C,7,1,Mentha aquatica,water mint,0.5,E,
02-005-C,1,1,Limosella aquatica,water mudwort,0.5,N,
02-005-C,4,1,Limosella aquatica,water mudwort,0.5,N,
02-005-C,5,1,Limosella aquatica,water mudwort,0.5,N,
02-005-C,1,1,Alisma sp.,water-plantain,1,U,
02-005-C,4,1,Alisma sp.,water-plantain,1,U,
02-005-C,5,1,Alisma sp.,water-plantain,2,U,
02-005-C,3,2,Alisma sp.,water-plantain,0.5,U,
02-005-C,5,2,Alisma sp.,water-plantain,0.5,U,
02-005-C,5,1,Ludwigia palustris,water-purslane,2,E,
02-005-C,4,1,Ludwigia palustris,water-purslane,1,E,
02-005-C,3,2,Lilaeopsis occidentalis,western lilaeopsis,0.5,N,
02-005-C,5,2,Lilaeopsis occidentalis,western lilaeopsis,0.5,N,
