SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
05-001,4-Jan,1,Bidens amplissima,Vancouver Island beggarticks ,0.5,N,
05-001,9-Jan,1,Bidens amplissima,Vancouver Island beggarticks ,0.5,N,
05-001,1-Jan,1,Alisma sp.,water-plantain,2,U,
05-001,4-Jan,1,Alisma sp.,water-plantain,1,U,
05-001,1-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,2,N,
05-001,2-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,1,N,
05-001,7-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,2,N,
05-001,8-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,3,N,
05-001,9-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,0.5,N,
05-001,1-Jan,1,Persicaria lapathifolia,willow weed,3,N,
05-001,2-Jan,1,Persicaria lapathifolia,willow weed,10,N,
05-001,3-Jan,1,Persicaria lapathifolia,willow weed,9,N,
05-001,4-Jan,1,Persicaria lapathifolia,willow weed,3,N,
05-001,8-Jan,1,Persicaria lapathifolia,willow weed,2,N,
05-001,3-Jan,1,Iris pseudacorus,yellow iris,4,I,
