SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
02-007-A,3-Feb,2,Eleocharis palustris,common spike-rush,6,N,
02-007-A,4-Feb,2,Carex lynbyei,Lyngbye’s sedge,4,N,
02-007-A,4-Feb,2,Lilaeopsis occidentalis,western lilaeopsis,1,N,
02-007-A,4-Feb,2,Limosella aquatica,water mudwort,0.5,N,
02-007-A,4-Feb,2,Crassula aquatica,pigmyweed,22,N,
02-007-A,4-Feb,2,Juncus articulatus,jointed rush,0.5,N,
02-007-A,4-Feb,2,Gratiola ebracteata,bractless hedge-hyssop,1,N,
02-007-A,5-Feb,2,Lilaeopsis occidentalis,western lilaeopsis,1,N,
02-007-A,5-Feb,2,Limosella aquatica,water mudwort,1,N,
02-007-A,5-Feb,2,Crassula aquatica,pigmyweed,2,N,
02-007-A,5-Feb,2,Gratiola ebracteata,bractless hedge-hyssop,3,N,
02-007-A,5-Feb,2,Equisetum fluviatile,swamp horsetail,0.5,N,
02-007-A,5-Jan,1,Juncus oxymeris,pointed rush,1,N,
02-007-A,7-Jan,1,Juncus oxymeris,pointed rush,3,N,
02-007-A,9-Jan,1,Eleocharis parvula,small spike-rush,2,N,
02-007-A,1-Feb,2,Eleocharis parvula,small spike-rush,9,N,
02-007-A,2-Feb,2,Eleocharis parvula,small spike-rush,11,N,
02-007-A,3-Feb,2,Eleocharis parvula,small spike-rush,10,N,
02-007-A,4-Feb,2,Eleocharis parvula,small spike-rush,15,N,
02-007-A,5-Feb,2,Eleocharis parvula,small spike-rush,8,N,2
02-007-A,1-Jan,1,Lycopus sp.,horehound,10,U,
02-007-A,2-Jan,1,Lycopus sp.,horehound,5,U,
02-007-A,3-Jan,1,Lycopus sp.,horehound,2,U,
02-007-A,4-Jan,1,Lycopus sp.,horehound,20,U,
02-007-A,7-Jan,1,Lycopus sp.,horehound,25,U,
02-007-A,8-Jan,1,Lycopus sp.,horehound,50,U,
02-007-A,2-Feb,2,Lycopus sp.,horehound,1,U,
02-007-A,2-Jan,1,,bare ground,7,S,
02-007-A,2-Jan,1,,unidentified algae,7,S,
02-007-A,4-Jan,1,,Bare ground ,5,S,
02-007-A,5-Jan,1,,bare ground,3,S,
02-007-A,7-Jan,1,,Bare ground ,2,S,
02-007-A,8-Jan,1,,Bare ground ,0,S,
02-007-A,9-Jan,1,,Bare ground ,2,S,
02-007-A,3-Feb,2,,unidentified algae,10,S,
02-007-A,4-Feb,2,,unidentified algae,8,S,
