SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
02-001,27-Jan,1,Agrostis capillaris,colonial bentgrass ,47,E,
02-001,28-Jan,1,Agrostis capillaris,colonial bentgrass ,1,E,
02-001,29-Jan,1,Agrostis capillaris,colonial bentgrass ,35,E,
02-001,Jan-36,1,Agrostis capillaris,colonial bentgrass ,1,E,
02-001,Jan-37,1,Agrostis capillaris,colonial bentgrass ,2,E,
02-001,6-Mar,3,Agrostis capillaris,colonial bentgrass ,0.5,E,
02-001,15-Mar,3,Agrostis capillaris,colonial bentgrass ,2,E,
02-001,3-Jan,1,Typha latifolia,common cattail,1,N,
02-001,28-Jan,1,Typha latifolia,common cattail,2,N,
02-001,8-Mar,3,Typha latifolia,common cattail,2,N,
02-001,31-Mar,3,Typha latifolia,common cattail,8,N,
02-001,29-Jan,1,Equisetum arvense,common horsetail,2,N,
02-001,10-Jan,1,Potentilla anserina,common silverweed ,0.5,N,
02-001,24-Jan,1,Potentilla anserina,common silverweed ,1,N,
02-001,29-Jan,1,Potentilla anserina,common silverweed ,0.5,N,
02-001,4-Mar,3,Potentilla anserina,common silverweed ,1,N,
02-001,5-Mar,3,Potentilla anserina,common silverweed ,1,N,
02-001,6-Mar,3,Potentilla anserina,common silverweed ,2,N,
02-001,15-Mar,3,Potentilla anserina,common silverweed ,3,N,
02-001,4-Jan,1,Eleocharis palustris,common spike-rush,1,N,
02-001,7-Jan,1,Eleocharis palustris,common spike-rush,2,N,
02-001,14-Jan,1,Eleocharis palustris,common spike-rush,2,N,
02-001,25-Jan,1,Eleocharis palustris,common spike-rush,2,N,
02-001,29-Jan,1,Eleocharis palustris,common spike-rush,0.5,N,
02-001,Jan-37,1,Eleocharis palustris,common spike-rush,0.5,N,
02-001,15-Mar,3,Eleocharis palustris,common spike-rush,8,N,35
02-001,4-Jan,1,Agrostis capillaris,creeping bentgrass,1,E,
02-001,26-Jan,1,Agrostis capillaris,creeping bentgrass,15,E,
02-001,21-Jan,1,Myosotis scorpioides,European forget-me-not ,20,E,
02-001,22-Jan,1,Myosotis scorpioides,European forget-me-not ,3,E,
02-001,23-Jan,1,Myosotis scorpioides,European forget-me-not ,55,E,
02-001,25-Jan,1,Myosotis scorpioides,European forget-me-not ,50,E,
02-001,Jan-33,1,Myosotis scorpioides,European forget-me-not ,0.5,E,
02-001,Jan-37,1,Myosotis scorpioides,European forget-me-not ,0.5,E,
02-001,24-Jan,1,Mentha arvensis,field mint,1,N,
02-001,2-Jan,1,,ground,52.5,S,
02-001,3-Jan,1,,ground,14.5,S,
02-001,4-Jan,1,,ground,10,S,
02-001,7-Jan,1,,ground,15,S,
02-001,21-Jan,1,,ground,5,S,
02-001,22-Jan,1,,ground,15,S,
02-001,24-Jan,1,,ground,17,S,
02-001,26-Jan,1,,ground,28.5,S,
02-001,28-Jan,1,,ground,30,S,
02-001,Jan-33,1,,ground,10,S,
02-001,Jan-38,1,,ground,18,S,
02-001,1-Feb,2,,ground,97,S,
02-001,8-Feb,2,,ground,97,S,
02-001,9-Feb,2,,ground,99,S,
02-001,11-Feb,2,,ground,64.5,S,
02-001,15-Feb,2,,ground,98.5,S,
02-001,17-Feb,2,,ground,98,S,
02-001,18-Feb,2,,ground,84,S,
02-001,Feb-30,2,,ground,98,S,
02-001,Feb-34,2,,ground,73.5,S,
02-001,Feb-35,2,,ground,74.5,S,
02-001,Feb-39,2,,ground,83.5,S,
02-001,1-Mar,3,,ground,100,S,
02-001,2-Mar,3,,ground,100,S,
02-001,3-Mar,3,,ground,100,S,
02-001,5-Mar,3,,ground,81,S,
02-001,6-Mar,3,,ground,75,S,
02-001,7-Mar,3,,ground,39,S,
02-001,8-Mar,3,,ground,81,S,
02-001,15-Mar,3,,ground,62.5,S,
02-001,31-Mar,3,,ground,81,S,
02-001,4-Jan,1,Lycopus sp.,horehound,0.5,U,
02-001,7-Jan,1,Lycopus sp.,horehound,2,U,
02-001,14-Jan,1,Lycopus sp.,horehound,10,U,
02-001,24-Jan,1,Lycopus sp.,horehound,13,U,
02-001,25-Jan,1,Lycopus sp.,horehound,8,U,
02-001,28-Jan,1,Lycopus sp.,horehound,0.5,U,
02-001,29-Jan,1,Lycopus sp.,horehound,15,U,
02-001,8-Mar,3,Lycopus sp.,horehound,2,U,
02-001,8-Feb,2,Juncus articulatus,jointed rush,1,N,
02-001,18-Feb,2,Juncus articulatus,jointed rush,2,N,
02-001,15-Mar,3,Juncus oxymeris,jointed rush,1,N,
02-001,6-Jan,1,,log,20,S,
02-001,7-Jan,1,,log,20,S,
02-001,Jan-37,1,,log,20,S,
02-001,Jan-40,1,,log,10,S,
02-001,23-Jan,1,Carex lyngbyei,Lyngbyei's sedge ,5,N,126
02-001,2-Jan,1,Carex lyngbyei,Lyngbye's sedge ,11,N,109
02-001,3-Jan,1,Carex lyngbyei,Lyngbye's sedge ,12,N,90
02-001,4-Jan,1,Carex lyngbyei,Lyngbye's sedge ,20,N,62
02-001,5-Jan,1,Carex lyngbyei,Lyngbye's sedge ,12,N,85
02-001,6-Jan,1,Carex lyngbyei,Lyngbye's sedge ,8,N,112
02-001,7-Jan,1,Carex lyngbyei,Lyngbye's sedge ,2,N,
02-001,10-Jan,1,Carex lyngbyei,Lyngbye's sedge ,40,N,
02-001,13-Jan,1,Carex lyngbyei,Lyngbye's sedge ,25,N,
02-001,14-Jan,1,Carex lyngbyei,Lyngbye's sedge ,60,N,99
02-001,16-Jan,1,Carex lyngbyei,Lyngbye's sedge ,27,N,
02-001,20-Jan,1,Carex lyngbyei,Lyngbye's sedge ,40,N,
02-001,21-Jan,1,Carex lyngbyei,Lyngbye's sedge ,25,N,99
02-001,22-Jan,1,Carex lyngbyei,Lyngbye's sedge ,7,N,
02-001,24-Jan,1,Carex lyngbyei,Lyngbye's sedge ,3,N,
02-001,25-Jan,1,Carex lyngbyei,Lyngbye's sedge ,20,N,90
02-001,26-Jan,1,Carex lyngbyei,Lyngbye's sedge ,21,N,100
02-001,27-Jan,1,Carex lyngbyei,Lyngbye's sedge ,50,N,115
02-001,29-Jan,1,Carex lyngbyei,Lyngbye's sedge ,42,N,96
02-001,Jan-33,1,Carex lyngbyei,Lyngbye's sedge ,30,N,89
02-001,Jan-36,1,Carex lyngbyei,Lyngbye's sedge ,35,N,105
02-001,Jan-37,1,Carex lyngbyei,Lyngbye's sedge ,77,N,89
02-001,Jan-38,1,Carex lyngbyei,Lyngbye's sedge ,67,N,108
02-001,Jan-40,1,Carex lyngbyei,Lyngbye's sedge ,50,N,
02-001,4-Mar,3,Carex lyngbyei,Lyngbye's sedge ,6,N,
02-001,6-Mar,3,Carex lyngbyei,Lyngbye's sedge ,7,N,56
02-001,15-Mar,3,Carex lyngbyei,Lyngbye's sedge ,10,N,51
02-001,31-Mar,3,Carex lyngbyei,Lyngbye's sedge ,5,N,69
02-001,4-Jan,1,Persicaria hydropiper,marshpepper smartweed,0.5,E,
02-001,10-Jan,1,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,14-Jan,1,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,16-Jan,1,Persicaria hydropiper,marshpepper smartweed,0.5,E,
02-001,22-Jan,1,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,23-Jan,1,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,24-Jan,1,Persicaria hydropiper,marshpepper smartweed,4,E,
02-001,6-Mar,3,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,15-Mar,3,Persicaria hydropiper,marshpepper smartweed,1,E,
02-001,2-Jan,1,Bidens cernua,nodding beggarticks,0.5,N,
02-001,28-Jan,1,Bidens cernua,nodding beggarticks,2,N,
02-001,Jan-36,1,Bidens cernua,nodding beggarticks,0.1,N,
02-001,4-Jan,1,Crassula aquatica,pigmyweed,45,N,
02-001,1-Feb,2,Crassula aquatica,pigmyweed,0.5,N,
02-001,8-Feb,2,Crassula aquatica,pigmyweed,0.5,N,
02-001,11-Feb,2,Crassula aquatica,pigmyweed,0.5,N,
02-001,Feb-34,2,Crassula aquatica,pigmyweed,0.5,N,
02-001,Feb-35,2,Crassula aquatica,pigmyweed,0.5,N,
02-001,Feb-39,2,Crassula aquatica,pigmyweed,5,N,
02-001,7-Mar,3,Crassula aquatica,pigmyweed,0.5,N,
02-001,15-Mar,3,Crassula aquatica,pigmyweed,0.5,N,
02-001,4-Jan,1,Juncus balticus,pointed rush,3,N,
02-001,21-Jan,1,Juncus oxymeris,pointed rush,1,N,
02-001,29-Jan,1,Juncus oxymeris,pointed rush,1,N,
02-001,Feb-39,2,Juncus oxymeris,pointed rush,0.5,N,
02-001,2-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,3-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,4-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,6-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,20-Jan,1,Callitriche stagnalis,pond water-starwort,4,E,
02-001,21-Jan,1,Callitriche stagnalis,pond water-starwort,2,E,
02-001,24-Jan,1,Callitriche stagnalis,pond water-starwort,2,E,
02-001,28-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,Jan-33,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,Jan-36,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,Jan-37,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,Jan-38,1,Callitriche stagnalis,pond water-starwort,1,E,
02-001,Jan-40,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,9-Feb,2,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,11-Feb,2,Callitriche stagnalis,pond water-starwort,35,E,
02-001,15-Feb,2,Callitriche stagnalis,pond water-starwort,1,E,
02-001,17-Feb,2,Callitriche stagnalis,pond water-starwort,2,E,
02-001,18-Feb,2,Callitriche stagnalis,pond water-starwort,12,E,
02-001,Feb-30,2,Callitriche stagnalis,pond water-starwort,1,E,
02-001,Feb-34,2,Callitriche stagnalis,pond water-starwort,10,E,
02-001,Feb-35,2,Callitriche stagnalis,pond water-starwort,24,E,
02-001,Feb-39,2,Callitriche stagnalis,pond water-starwort,2,E,
02-001,7-Mar,3,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,15-Mar,3,Callitriche stagnalis,pond water-starwort,0.5,E,
02-001,2-Jan,1,Lythrum salicaria,purple loosestrife ,1,I,
02-001,3-Jan,1,Lythrum salicaria,purple loosestrife ,47,I,
02-001,4-Jan,1,Lythrum salicaria,purple loosestrife ,15,I,
02-001,5-Jan,1,Lythrum salicaria,purple loosestrife ,4,I,
02-001,6-Jan,1,Lythrum salicaria,purple loosestrife ,32,I,
02-001,7-Jan,1,Lythrum salicaria,purple loosestrife ,12,I,
02-001,10-Jan,1,Lythrum salicaria,purple loosestrife ,17,I,
02-001,13-Jan,1,Lythrum salicaria,purple loosestrife ,8,I,
02-001,14-Jan,1,Lythrum salicaria,purple loosestrife ,7,I,
02-001,16-Jan,1,Lythrum salicaria,purple loosestrife ,8,I,
02-001,20-Jan,1,Lythrum salicaria,purple loosestrife ,4,I,
02-001,21-Jan,1,Lythrum salicaria,purple loosestrife ,7,I,
02-001,22-Jan,1,Lythrum salicaria,purple loosestrife ,3,I,
02-001,23-Jan,1,Lythrum salicaria,purple loosestrife ,9,I,
02-001,24-Jan,1,Lythrum salicaria,purple loosestrife ,13,I,
02-001,25-Jan,1,Lythrum salicaria,purple loosestrife ,7,I,
02-001,28-Jan,1,Lythrum salicaria,purple loosestrife ,1,I,
02-001,29-Jan,1,Lythrum salicaria,purple loosestrife ,9,I,
02-001,1-Feb,2,Lythrum salicaria,purple loosestrife ,3,I,
02-001,15-Feb,2,Lythrum salicaria,purple loosestrife ,0.5,I,
02-001,18-Feb,2,Lythrum salicaria,purple loosestrife ,1,I,
02-001,Feb-30,2,Lythrum salicaria,purple loosestrife ,1,I,
02-001,Feb-34,2,Lythrum salicaria,purple loosestrife ,,I,
02-001,Feb-39,2,Lythrum salicaria,purple loosestrife ,6,I,
02-001,4-Mar,3,Lythrum salicaria,purple loosestrife ,10,I,
02-001,5-Mar,3,Lythrum salicaria,purple loosestrife ,17,I,
02-001,6-Mar,3,Lythrum salicaria,purple loosestrife ,7,I,
02-001,7-Mar,3,Lythrum salicaria,purple loosestrife ,2,I,
02-001,8-Mar,3,Lythrum salicaria,purple loosestrife ,15,I,
02-001,15-Mar,3,Lythrum salicaria,purple loosestrife ,10,I,
02-001,7-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,13-Jan,1,Epilobium ciliatum,purple-leaved willowherb,2,N,
02-001,21-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,22-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,23-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,25-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,27-Jan,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-001,22-Jan,1,Bidens connata,purplestem beggarticks,5,E,
02-001,Jan-33,1,Phalaris arundinacea,reed canarygrass,45,I,
02-001,7-Mar,3,Phalaris arundinacea,reed canarygrass,0.5,I,
02-001,24-Jan,1,Phalaris arundinacea,reed canarygrass ,7,I,
02-001,29-Jan,1,Phalaris arundinacea,reed canarygrass ,10,I,
02-001,5-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,7-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,10-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,13-Jan,1,Leersia oryzoides ,rice cutgrass,3,N,
02-001,22-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,23-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,27-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,28-Jan,1,Leersia oryzoides ,rice cutgrass,3,N,
02-001,29-Jan,1,Leersia oryzoides ,rice cutgrass,1,N,
02-001,7-Jan,1,Galium trifidum,small bedstraw,0.5,N,
02-001,25-Jan,1,Galium trifidum,small bedstraw,2,N,
02-001,4-Jan,1,Eleocharis parvula,small spike-rush,0.5,N,
02-001,Feb-34,2,Eleocharis parvula,small spike-rush,0.5,N,
02-001,Feb-39,2,Eleocharis parvula,small spike-rush,0.5,N,
02-001,16-Jan,1,Scirpus microcarpus,small-flowered bulrush,17,N,
02-001,2-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,30,N,167
02-001,3-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,10,N,141
02-001,4-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,4,N,
02-001,6-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,1,N,
02-001,7-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,10,N,163
02-001,13-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,10,N,
02-001,14-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,5,N,167
02-001,16-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,7,N,
02-001,21-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,3,N,
02-001,22-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,30,N,
02-001,23-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,3,N,
02-001,24-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,2,N,
02-001,25-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,1,N,
02-001,26-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,32,N,153
02-001,27-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,5,N,158
02-001,28-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,2,N,
02-001,29-Jan,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,3,N,
02-001,Jan-33,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,6,N,171
02-001,Jan-36,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,45,N,135
02-001,Jan-37,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,2,N,
02-001,Jan-38,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,6,N,184
02-001,Jan-40,1,Schoenoplectus tabernaemontani,soft-stemmed bulrush,20,N,
02-001,18-Feb,2,Schoenoplectus tabernaemontani,soft-stemmed bulrush,0.5,N,
02-001,Feb-39,2,Schoenoplectus tabernaemontani,soft-stemmed bulrush,0.5,N,
02-001,4-Jan,1,Juncus supiniformis,spreading rush,5,N,31
02-001,7-Jan,1,Juncus supiniformis,spreading rush,12,N,45
02-001,24-Jan,1,Juncus supiniformis,spreading rush,3,N,48
02-001,2-Jan,1,Equisetum fluviatile,swamp horsetail,1,N,
02-001,6-Jan,1,Equisetum fluviatile,swamp horsetail,5,N,
02-001,7-Jan,1,Equisetum fluviatile,swamp horsetail,5,N,
02-001,10-Jan,1,Equisetum fluviatile,swamp horsetail,5,N,
02-001,13-Jan,1,Equisetum fluviatile,swamp horsetail,7,N,
02-001,16-Jan,1,Equisetum fluviatile,swamp horsetail,1,N,
02-001,20-Jan,1,Equisetum fluviatile,swamp horsetail,50,N,
02-001,21-Jan,1,Equisetum fluviatile,swamp horsetail,15,N,
02-001,23-Jan,1,Equisetum fluviatile,swamp horsetail,27,N,
02-001,24-Jan,1,Equisetum fluviatile,swamp horsetail,1,N,
02-001,25-Jan,1,Equisetum fluviatile,swamp horsetail,15,N,
02-001,26-Jan,1,Equisetum fluviatile,swamp horsetail,3,N,
02-001,27-Jan,1,Equisetum fluviatile,swamp horsetail,3,N,
02-001,28-Jan,1,Equisetum fluviatile,swamp horsetail,50,N,
02-001,29-Jan,1,Equisetum fluviatile,swamp horsetail,6,N,
02-001,Jan-33,1,Equisetum fluviatile,swamp horsetail,8,N,
02-001,Jan-36,1,Equisetum fluviatile,swamp horsetail,20,N,
02-001,Jan-37,1,Equisetum fluviatile,swamp horsetail,5,N,
02-001,Jan-38,1,Equisetum fluviatile,swamp horsetail,5,N,
02-001,Jan-40,1,Equisetum fluviatile,swamp horsetail,20,N,134
02-001,6-Mar,3,Equisetum fluviatile,swamp horsetail,0.5,N,
02-001,7-Mar,3,Equisetum fluviatile,swamp horsetail,0.5,N,
02-001,6-Mar,3,Juncus nodosus,tuberous rush,2,N,
02-001,15-Mar,3,Juncus nodosus,tuberous rush,0.5,N,
02-001,4-Jan,1,Limosella aquatica,water mudwort,0.5,N,
02-001,24-Jan,1,Limosella aquatica,water mudwort,2,N,
02-001,8-Feb,2,Limosella aquatica,water mudwort,0.5,N,
02-001,9-Feb,2,Limosella aquatica,water mudwort,0.5,N,
02-001,18-Feb,2,Limosella aquatica,water mudwort,0.5,N,
02-001,Feb-34,2,Limosella aquatica,water mudwort,0.5,N,
02-001,Feb-35,2,Limosella aquatica,water mudwort,1,N,
02-001,Feb-39,2,Limosella aquatica,water mudwort,0.5,N,
02-001,26-Jan,1,Alisma sp.,water-plantain,0.5,U,
02-001,28-Jan,1,Alisma sp.,water-plantain,1,U,
02-001,2-Jan,1,Alisma sp.,water-plantain,0.5,U,
02-001,4-Jan,1,Alisma sp.,water-plantain,3,U,
02-001,20-Jan,1,Alisma sp.,water-plantain,3,U,
02-001,22-Jan,1,Alisma sp.,water-plantain,0.5,U,
02-001,Jan-36,1,Alisma sp.,water-plantain,1,U,
02-001,Jan-37,1,Alisma sp.,water-plantain,0.5,U,
02-001,Jan-38,1,Alisma sp.,water-plantain,1,U,
02-001,7-Jan,1,Lilaeopsis occdentalis,western lilaeopsis,1,N,
02-001,14-Jan,1,Lilaeopsis occdentalis,western lilaeopsis,1,N,
02-001,22-Jan,1,Lilaeopsis occdentalis,western lilaeopsis,2,N,
02-001,8-Feb,2,Lilaeopsis occdentalis,western lilaeopsis,0.5,N,
02-001,Feb-39,2,Lilaeopsis occdentalis,western lilaeopsis,1,N,
02-001,7-Mar,3,Lilaeopsis occdentalis,western lilaeopsis,0.5,N,
02-001,15-Mar,3,Lilaeopsis occdentalis,western lilaeopsis,1,N,
02-001,22-Jan,1,,wood debris,10,S,
02-001,24-Jan,1,Iris pseudacorus,yellow iris,30,I,
02-001,31-Mar,3,Iris pseudacorus,yellow iris,6,I,
02-001,7-Jan,1,Mimulus guttatus,yellow monkey-flower,1,N,
