SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
10-002-B,18-Jan,1,Equisetum fluvitale,swamp horsetail,1,N,
10-002-B,17-Jan,1,Equisetum fluvitale,swamp horsetail,4,N,
10-002-B,06-Jan,1,Equisetum fluvitale,swamp horsetail,3,N,
10-002-B,14-Jan,1,Mentha aquatica,water mint,1,E,
10-002-B,18-Jan,1,Mentha aquatica,water mint,12,E,
10-002-B,06-Jan,1,Sium suave,water-parsnip,0.5,N,
10-002-B,08-Jan,1,Sium suave,water-parsnip,3,N,
10-002-B,16-Jan,1,Sium suave,water-parsnip,1,N,
10-002-B,18-Jan,1,Alisma sp.,water-plantain,0.5,U,
10-002-B,03-Jan,1,Alisma sp.,water-plantain,3,U,
10-002-B,08-Jan,1,Alisma sp.,water-plantain,2,U,
10-002-B,05-Feb,2,Alisma sp.,water-plantain,5,U,
10-002-B,11-Feb,2,Alisma sp.,water-plantain,2,U,
10-002-B,02-Feb,2,Alisma sp.,water-plantain,5,U,
10-002-B,06-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,1,N,
10-002-B,16-Jan,1,Lilaeopsis occidentalis,western lilaeopsis,1,N,
10-002-B,01-Feb,2,,wood debris,35,S,
10-002-B,04-Feb,2,,wood debris,35,S,
10-002-B,05-Feb,2,,wood debris,23,S,
10-002-B,11-Feb,2,,wood debris,40,S,
10-002-B,02-Feb,2,,wood debris,73,S,
10-002-B,10-Feb,2,,wood debris,43,S,
10-002-B,15-Feb,2,,wood debris,90,S,
10-002-B,13-Feb,2,,wood debris,85,S,
10-002-B,07-Feb,2,,wood debris,80,S,
10-002-B,14-Jan,1,Iris pseudacorus,yellow iris,3,I,
10-002-B,06-Jan,1,Iris pseudacorus,yellow iris,3,I,
10-002-B,12-Jan,1,Iris pseudacorus,yellow iris,5,I,
10-002-B,24-Jan,1,Iris pseudacorus,yellow iris,7,I,
10-002-B,13-Feb,2,Iris pseudacorus,yellow iris,0.5,I,
10-002-B,12-Jan,1,Caltha palustris,yellow marsh-marigold,5,N,
