Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
09-003,2,2,LILLSCI,0.1,N,,
09-003,2,1,SAGILAT,1,N,,
09-003,2,2,SAGILAT,2,N,,
09-003,2,3,SAGILAT,12,N,,
09-003,2,4,SAGILAT,1,N,,
09-003,2,5,SAGILAT,2,N,,
09-003,2,6,SAGILAT,1,N,,
09-003,2,7,SAGILAT,2,N,92,
09-003,2,8,SAGILAT,3,N,,
09-003,2,9,SAGILAT,3,N,,
09-003,2,10,SAGILAT,0.1,N,,
09-003,2,11,SAGILAT,4,N,,
09-003,2,12,SAGILAT,2,N,,
09-003,2,13,SAGILAT,4,N,,
09-003,2,14,SAGILAT,1,N,,
09-003,2,15,SAGILAT,1,N,,
09-003,2,3,TYPHLAT,7,N,,
09-003,2,4,TYPHLAT,2,N,,
09-003,2,5,TYPHLAT,1,N,,
09-003,2,10,TYPHLAT,1,N,,
09-003,2,11,TYPHLAT,0.1,N,,
09-003,2,12,TYPHLAT,1,N,,
09-003,2,13,TYPHLAT,2,N,,
09-003,2,9,LITTER,0.1,S,,
09-003,2,14,LITTER,20,S,,
09-003,2,15,LITTER,5,S,,
09-003,2,1,MUD,49,S,,
09-003,2,2,MUD,97,S,,
09-003,2,3,MUD,81,S,,
09-003,2,4,MUD,97,S,,
09-003,2,5,MUD,97,S,,
09-003,2,6,MUD,99,S,,
09-003,2,7,MUD,95,S,,
09-003,2,8,MUD,85,S,,
09-003,2,9,MUD,97,S,,
09-003,2,10,MUD,99,S,,
09-003,2,11,MUD,96,S,,
09-003,2,12,MUD,96,S,,
09-003,2,13,MUD,94,S,,
09-003,2,14,MUD,71,S,,
09-003,2,15,MUD,92,S,,
