Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
Glenrose upstream,1,21,LYCOEUR,3,E,,
Glenrose upstream,1,16,LYSIVUL,7,E,,
Glenrose upstream,1,21,LYSIVUL,5,E,,
Glenrose upstream,1,2,LYTHSAL,0.1,I,,
Glenrose upstream,1,1,LYTHSAL,0.1,I,,
Glenrose upstream,1,12,LYTHSAL,0.1,I,,
Glenrose upstream,1,21,LYTHSAL,2,I,,
Glenrose upstream,1,15,MENTAQU,0.1,E,,
Glenrose upstream,1,4,MENTARV,0.1,E,,
Glenrose upstream,1,3,MENTARV,1,E,,
Glenrose upstream,1,2,MENTSPI,0.1,E,,
Glenrose upstream,1,2,MOSS,4,U,,
Glenrose upstream,1,17,MOSS,1,U,,
Glenrose upstream,1,11,MOSS,1,U,,
Glenrose upstream,1,16,MOSS,1,U,,
Glenrose upstream,1,4,MUD,80,S,,
Glenrose upstream,1,5,MUD,30,S,,
Glenrose upstream,1,6,MUD,27,S,,
Glenrose upstream,1,10,MUD,5,S,,
Glenrose upstream,1,2,MUD,62,S,,
Glenrose upstream,1,17,MUD,44,S,,
Glenrose upstream,1,15,MUD,97,S,,
Glenrose upstream,1,11,MUD,88,S,,
Glenrose upstream,1,20,MUD,20,S,,
Glenrose upstream,1,12,MUD,86,S,,
Glenrose upstream,1,18,MUD,55,S,,
Glenrose upstream,1,13,MUD,63,S,,
Glenrose upstream,1,14,MUD,93,S,,
Glenrose upstream,1,19,MUD,69,S,,
Glenrose upstream,1,3,MUD,45,S,,
Glenrose upstream,1,9,MUD,98,S,,
Glenrose upstream,1,16,MUD,13,S,,
Glenrose upstream,1,21,MUD,81,S,,
Glenrose upstream,1,6,MYOSSCO,1,E,,
Glenrose upstream,1,11,MYOSSCO,0.1,E,,
Glenrose upstream,1,13,MYOSSCO,0.1,E,,
Glenrose upstream,1,16,MYOSSCO,1,E,,
Glenrose upstream,1,21,MYOSSCO,0.1,E,,
Glenrose upstream,1,15,PERSSP,0.1,U,,"49.162278, -122.935705"
Glenrose upstream,1,7,PERSSP,0.1,U,,
Glenrose upstream,1,1,PERSSP,0.1,U,,
Glenrose upstream,1,12,PERSSP,0.1,U,,
Glenrose upstream,1,18,PERSSP,1,U,,
Glenrose upstream,1,4,PHALARU,0.1,I,,
Glenrose upstream,1,5,PHALARU,0.1,I,,
Glenrose upstream,1,6,PHALARU,0.1,I,,
Glenrose upstream,1,2,PHALARU,0.1,I,,
Glenrose upstream,1,1,PHALARU,1,I,,
Glenrose upstream,1,18,PHALARU,12,I,,
Glenrose upstream,1,13,PHALARU,0.1,I,,
Glenrose upstream,1,14,PHALARU,1,I,,
Glenrose upstream,1,19,PHALARU,1,I,,
Glenrose upstream,1,3,PHALARU,0.1,I,,
Glenrose upstream,1,12,PLANLAN,1,E,,
Glenrose upstream,1,11,PLANMAJ,0.1,E,,
Glenrose upstream,1,18,PLANMAJ,0.1,E,,
Glenrose upstream,1,15,POAANN,0.1,E,,
Glenrose upstream,1,18,POAPRA,0.1,U,,
Glenrose upstream,1,1,POLYAVI,0.1,E,,
Glenrose upstream,1,1,RANUREP,1,E,,
Glenrose upstream,1,18,RANUREP,0.1,E,,
Glenrose upstream,1,2,ROCK,7,S,,
Glenrose upstream,1,17,ROCK,5,S,,
Glenrose upstream,1,1,ROCK,82,S,,
Glenrose upstream,1,20,ROCK,60,S,,
Glenrose upstream,1,18,ROCK,1,S,,
Glenrose upstream,1,19,ROCK,21,S,,
Glenrose upstream,1,8,ROCK,92,S,,
Glenrose upstream,1,16,ROCK,40,S,,
Glenrose upstream,1,18,RUMECLO,1,E,,
Glenrose upstream,1,16,RUMECLO,0.1,E,,
Glenrose upstream,1,11,RUMECON,1,E,,
Glenrose upstream,1,20,RUMECON,0.1,E,,
Glenrose upstream,1,11,SAGIPRO,2,E,,
Glenrose upstream,1,16,SAGIPRO,2,E,,
Glenrose upstream,1,2,SALISP,8,U,,
Glenrose upstream,1,11,SALISP,0.1,U,,
Glenrose upstream,1,15,SCHEARU,1,E,,
Glenrose upstream,1,11,SCHEARU,4,E,,
Glenrose upstream,1,20,SCHEARU,1,E,,
Glenrose upstream,1,12,SCHEARU,2,E,,
Glenrose upstream,1,18,SCHEARU,2,E,,
Glenrose upstream,1,13,SCHEARU,0.1,E,,
Glenrose upstream,1,14,SCHEARU,0.1,E,,
Glenrose upstream,1,19,SCHEARU,1,E,,
Glenrose upstream,1,3,SCHEARU,5,E,,
Glenrose upstream,1,8,SCHEARU,1,E,,
Glenrose upstream,1,16,SCHEARU,0.1,E,,
Glenrose upstream,1,21,SCHEARU,1,E,,
Glenrose upstream,1,3,SIUMSUA,0.1,N,,
Glenrose upstream,1,2,SYMPSUB,0.1,N,,
Glenrose upstream,1,15,SYMPSUB,1,N,,
Glenrose upstream,1,11,SYMPSUB,0.1,N,,
Glenrose upstream,1,20,SYMPSUB,2,N,,
Glenrose upstream,1,12,SYMPSUB,1,N,,
Glenrose upstream,1,13,SYMPSUB,0.1,N,,
Glenrose upstream,1,19,SYMPSUB,0.1,N,,
Glenrose upstream,1,3,SYMPSUB,0.1,N,,
Glenrose upstream,1,8,SYMPSUB,1,N,,
Glenrose upstream,1,16,SYMPSUB,0.1,N,,
Glenrose upstream,1,2,TARAOFF,0.1,E,,
Glenrose upstream,1,12,TRIFREP,0.1,E,,
