Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
11-001,1,5,LILLOCC,0.1,N,,
11-001,1,8,LILLOCC,0.1,N,,
11-001,1,12,LILLOCC,0.1,N,,
11-001,1,13,LILLOCC,0.1,N,,
11-001,1,16,LILLOCC,0.1,N,,
11-001,1,17,LILLOCC,0.1,N,,
11-001,1,18,LILLOCC,0.1,N,,
11-001,1,19,LILLOCC,0.1,N,,
11-001,1,20,LILLOCC,0.1,N,,
11-001,1,2,LIMOAQU,0.1,N,,
11-001,1,8,LIMOAQU,0.1,N,,
11-001,1,9,LIMOAQU,0.1,N,,
11-001,1,12,LIMOAQU,0.1,N,,
11-001,1,17,LIMOAQU,0.1,N,,
11-001,1,18,LIMOAQU,0.1,N,,
11-001,1,20,LIMOAQU,0.1,N,,
11-001,1,2,LITTER,3,S,,
11-001,1,7,LYCOEUR,0.1,E,,
11-001,1,10,LYCOEUR,1,E,,
11-001,1,20,LYCOEUR,1,E,,
11-001,1,5,LYSITER,0.1,E,,
11-001,1,6,LYSITER,0.1,E,,
11-001,1,1,LYTHSAL,1,I,,
11-001,1,2,LYTHSAL,0.1,I,,
11-001,1,4,LYTHSAL,1,I,,
11-001,1,7,LYTHSAL,1,I,,
11-001,1,10,LYTHSAL,0.1,I,,
11-001,1,11,LYTHSAL,0.1,I,,
11-001,1,12,LYTHSAL,0.1,I,,
11-001,1,14,LYTHSAL,1,I,,
11-001,1,19,LYTHSAL,0.1,I,,
11-001,1,20,LYTHSAL,2,I,,
11-001,1,1,MUD,84,S,,
11-001,1,2,MUD,96,S,,
11-001,1,3,MUD,97,S,,
11-001,1,4,MUD,90,S,,
11-001,1,5,MUD,90,S,,
11-001,1,6,MUD,83,S,,
11-001,1,7,MUD,80,S,,
11-001,1,8,MUD,90,S,,
11-001,1,9,MUD,74,S,,
11-001,1,10,MUD,93,S,,
11-001,1,11,MUD,97,S,,
11-001,1,12,MUD,83,S,,
11-001,1,13,MUD,47,S,,
11-001,1,14,MUD,92,S,,
11-001,1,15,MUD,75,S,,
11-001,1,16,MUD,59,S,,
11-001,1,17,MUD,88,S,,
11-001,1,18,MUD,98,S,,
11-001,1,19,MUD,71,S,,
11-001,1,20,MUD,95,S,,
11-001,1,5,MYOSSCO,0.1,E,,
11-001,1,8,MYOSSCO,0.1,E,,
11-001,1,9,MYOSSCO,0.1,E,,
11-001,1,10,MYOSSCO,0.1,E,,
11-001,1,12,MYOSSCO,1,E,,
11-001,1,13,MYOSSCO,1,E,,
11-001,1,14,MYOSSCO,0.1,E,,
11-001,1,16,MYOSSCO,1,E,,
11-001,1,17,MYOSSCO,2,E,,
11-001,1,18,MYOSSCO,0.1,E,,
11-001,1,10,OENASAR,0.1,N,,
11-001,1,1,PERSSP,0.1,U,,
11-001,1,2,PERSSP,0.1,U,,
11-001,1,3,PERSSP,1,U,,
11-001,1,6,PERSSP,0.1,U,,
11-001,1,9,PERSSP,0.1,U,,
11-001,1,12,PERSSP,0.1,U,,
11-001,1,19,PERSSP,0.1,U,,
11-001,1,20,PERSSP,0.1,U,,
11-001,1,1,PHALARU,0.1,I,,
11-001,1,3,PHALARU,0.1,I,,
11-001,1,6,PHALARU,0.1,I,,
11-001,1,7,PHALARU,0.1,I,,
11-001,1,8,PHALARU,0.1,I,,
11-001,1,9,PHALARU,1,I,,
11-001,1,10,PHALARU,1,I,,
11-001,1,13,PHALARU,2,I,,
11-001,1,14,PHALARU,0.1,I,,
11-001,1,17,PHALARU,0.1,I,,
11-001,1,18,PHALARU,0.1,I,,
11-001,1,19,PHALARU,0.1,I,,
11-001,1,18,SAGILAT,0.1,N,,
11-001,1,6,SCIRMIC,8,N,,
11-001,1,7,SCIRMIC,10,N,,
11-001,1,9,SCIRMIC,15,N,,
11-001,1,10,SCIRMIC,5,N,,
11-001,1,11,SCIRMIC,1,N,,
11-001,1,14,SCIRMIC,4,N,,
11-001,1,17,SCIRMIC,0.1,N,,
11-001,1,5,SIUMSUA,0.1,N,,
11-001,1,7,SIUMSUA,0.1,N,,
11-001,1,8,SIUMSUA,0.1,N,,
11-001,1,15,SIUMSUA,0.1,N,,
11-001,1,18,SIUMSUA,0.1,N,,
11-001,1,10,SPAREME,0.1,N,,
11-001,1,11,SPAREME,1,N,,
11-001,1,12,SPAREME,0.1,N,,
11-001,1,5,SYMPSUB,0.1,N,,
11-001,1,19,SYMPSUB,0.1,N,,
11-001,1,13,WOOD,50,S,,
